"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"14/04/2021","119.298","120.295","0,84","119.298","120.871","65,09B"
"13/04/2021","118.809","119.297","0,41","118.041","118.813","11,75B"
"12/04/2021","117.661","118.812","0,97","117.661","118.812","28,13B"
"09/04/2021","118.313","117.670","-0,54","117.336","118.643","30,45B"
"08/04/2021","117.624","118.313","0,59","117.486","118.850","32,60B"
"07/04/2021","117.499","117.624","0,11","116.748","118.303","32,01B"
"06/04/2021","117.519","117.499","-0,02","117.176","118.213","28,36B"
"05/04/2021","115.262","117.518","1,97","115.262","117.668","30,11B"
"01/04/2021","116.644","115.253","-1,18","114.991","117.088","31,94B"
"31/03/2021","116.850","116.634","-0,18","115.932","117.249","36,40B"
"30/03/2021","115.414","116.850","1,24","114.999","117.090","32,27B"
"29/03/2021","114.776","115.419","0,56","114.096","115.553","29,73B"
"26/03/2021","113.750","114.781","0,91","113.305","115.416","33,30B"
"25/03/2021","112.065","113.750","1,50","110.927","114.024","36,88B"
"24/03/2021","113.272","112.064","-1,06","112.064","114.823","34,24B"
"23/03/2021","114.977","113.262","-1,49","113.062","115.599","31,02B"
"22/03/2021","116.222","114.979","-1,07","113.620","116.225","n/d"
"19/03/2021","114.837","116.222","1,21","114.610","116.446","n/d"
"18/03/2021","116.549","114.835","-1,47","114.302","116.751","35,96B"
"17/03/2021","114.018","116.549","2,22","113.428","116.736","35,74B"
"16/03/2021","114.845","114.019","-0,72","113.536","114.067","28,74B"
"15/03/2021","114.093","114.851","0,60","113.635","114.903","49,44B"
"12/03/2021","114.984","114.160","-0,72","113.253","114.984","32,88B"
"11/03/2021","112.782","114.984","1,96","112.776","115.127","n/d"
"10/03/2021","111.331","112.776","1,30","109.999","112.928","46,48B"
"09/03/2021","110.611","111.331","0,65","109.343","112.525","44,76B"
"08/03/2021","115.202","110.612","-3,98","110.268","115.202","49,39B"
"05/03/2021","112.690","115.202","2,23","112.504","115.504","50,21B"
"04/03/2021","111.191","112.690","1,35","111.163","114.433","52,13B"
"03/03/2021","111.529","111.184","-0,32","107.466","112.398","n/d"
"02/03/2021","110.328","111.540","1,09","107.319","112.428","50,67B"
"01/03/2021","110.036","110.335","0,27","110.036","112.445","39,29B"
"26/02/2021","112.260","110.035","-2,07","109.827","113.466","54,77B"
"25/02/2021","115.668","112.358","-2,86","111.764","116.506","n/d"
"24/02/2021","115.229","115.668","0,38","114.668","116.208","42,46B"
"23/02/2021","112.676","115.227","2,27","112.667","115.380","52,66B"
"22/02/2021","118.388","112.668","-4,87","111.650","118.388","88,55B"
"19/02/2021","119.199","118.431","-0,64","117.867","119.250","38,68B"
"18/02/2021","120.361","119.199","-0,96","118.515","120.845","40,83B"
"17/02/2021","119.421","120.356","0,78","118.880","120.597","43,46B"
"12/02/2021","119.300","119.429","0,11","118.163","119.763","29,58B"
"11/02/2021","118.440","119.300","0,73","118.440","120.283","32,39B"
"10/02/2021","119.472","118.435","-0,87","117.970","119.738","37,31B"
"09/02/2021","119.696","119.472","-0,19","118.246","119.975","33,51B"
"08/02/2021","120.239","119.696","-0,45","119.140","120.844","33,76B"
"05/02/2021","119.261","120.240","0,82","119.261","121.117","35,27B"
"04/02/2021","119.728","119.261","-0,39","118.918","120.560","34,55B"
"03/02/2021","118.235","119.725","1,26","118.234","120.210","36,35B"
"02/02/2021","117.520","118.234","0,61","117.519","119.805","41,81B"
"01/02/2021","115.093","117.518","2,13","115.093","117.862","34,46B"
"29/01/2021","118.880","115.068","-3,21","114.973","118.880","37,05B"
"28/01/2021","115.882","118.883","2,59","115.734","119.355","38,72B"
"27/01/2021","116.463","115.882","-0,50","114.887","117.840","39,22B"
"26/01/2021","117.381","116.464","-0,78","116.109","119.167","38,44B"
"22/01/2021","118.318","117.380","-0,80","116.109","118.318","34,05B"
"21/01/2021","119.628","118.329","-1,10","117.785","120.243","35,43B"
"20/01/2021","120.645","119.646","-0,82","118.740","121.449","32,14B"
"19/01/2021","121.250","120.636","-0,50","119.257","122.120","33,65B"
"18/01/2021","120.351","121.242","0,74","120.351","122.586","51,18B"
"15/01/2021","123.472","120.349","-2,54","120.185","123.472","9,39M"
"14/01/2021","121.947","123.481","1,27","121.947","123.896","8,97M"
"13/01/2021","123.996","121.933","-1,67","121.016","124.032","66,97B"
"12/01/2021","123.255","123.998","0,60","123.227","124.584","37,54B"
"11/01/2021","125.075","123.255","-1,46","122.506","125.075","39,56B"
"08/01/2021","122.387","125.077","2,20","122.386","125.324","45,81B"
"07/01/2021","119.103","122.386","2,76","119.101","122.697","44,19B"
"06/01/2021","119.377","119.100","-0,23","118.917","120.924","43,23B"
"05/01/2021","118.835","119.376","0,44","116.756","119.790","34,37B"
"04/01/2021","119.024","118.855","-0,14","118.062","120.354","33,60B"
"30/12/2020","119.410","119.017","-0,33","118.919","120.150","32,09B"
"29/12/2020","119.130","119.409","0,24","118.750","119.861","23,77B"
"28/12/2020","117.806","119.124","1,12","117.805","119.213","25,26B"
"23/12/2020","116.636","117.807","1,00","116.636","118.311","25,37B"
"22/12/2020","115.825","116.636","0,70","115.648","116.903","26,80B"
"21/12/2020","118.021","115.823","-1,87","114.730","118.021","63,52B"
"18/12/2020","118.395","118.024","-0,32","117.638","119.370","35,99B"
"17/12/2020","117.864","118.401","0,46","117.856","119.027","31,82B"
"16/12/2020","116.149","117.857","1,47","115.496","118.178","35,81B"
"15/12/2020","114.613","116.149","1,34","114.613","116.390","30,62B"
"14/12/2020","115.137","114.611","-0,45","114.431","115.740","29,87B"
"11/12/2020","115.128","115.128","0,00","113.949","115.527","31,66B"
"10/12/2020","113.002","115.129","1,88","112.732","115.262","43,57B"
"09/12/2020","113.799","113.001","-0,66","112.567","114.020","32,09B"
"08/12/2020","113.590","113.793","0,18","112.820","114.381","32,00B"
"07/12/2020","113.751","113.590","-0,14","112.629","114.531","33,86B"
"04/12/2020","112.294","113.750","1,30","112.294","113.864","35,01B"
"03/12/2020","111.874","112.292","0,37","111.874","113.377","40,01B"
"02/12/2020","111.402","111.879","0,43","110.579","112.315","38,21B"
"01/12/2020","108.897","111.400","2,30","108.897","111.840","41,51B"
"30/11/2020","110.598","108.893","-1,52","108.829","110.934","52,62B"
"27/11/2020","110.229","110.575","0,32","110.161","111.603","31,07B"
"26/11/2020","110.133","110.227","0,09","109.418","110.245","23,35B"
"25/11/2020","109.786","110.133","0,32","109.315","110.596","31,34B"
"24/11/2020","107.378","109.786","2,24","107.361","109.956","39,28B"
"23/11/2020","106.050","107.379","1,26","106.050","107.495","31,40B"
